Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,02/03/2018 08:54:12,464,3,0,77,0.0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,165948.2759,6465.517241,232.0,306.884343,449.0,15.0,464.0,232.0,306.884343,449.0,15.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,6465.517241,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49727,6,02/03/2018 08:54:12,1,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,31,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49726,6,02/03/2018 08:54:12,12,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.6667,12.0,0.0,12.0,12.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,166666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,31,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:51:23,116677268,20,26,1031,17145.0,405,0,51.55,102.8557882,1410,0,659.4230769,636.1401212,155.7801302,0.394249889,2592828.178,12100000.0,58200000.0,0.0,117000000.0,6140908.842,18300000.0,58200000.0,26.0,117000000.0,4666117.44,16100000.0,58200000.0,0.0,0,0,0,0,448,532,0.171412995,0.222836894,0,1410,386.7234043,564.2951626,318429.0305,0,0,1,1,0,0,0,1,1,395.1304348,51.55,659.4230769,0,0,0,0,0,0,20,1031,26,17145,8192,123,7,20,182158.0,118001.9796,265598.0,98718.0,58100000.0,138713.8444,58200000.0,58000000.0,Benign
443,6,02/03/2018 08:51:23,116818504,13,12,639,3903.0,206,0,49.15384615,72.9769897,1460,0,325.25,551.6443395,38.88082662,0.214007192,4867437.667,16400000.0,58500000.0,1.0,117000000.0,9734875.333,22700000.0,58500000.0,181.0,117000000.0,10600000.0,23600000.0,58500000.0,1.0,0,0,0,0,272,252,0.11128374,0.102723452,0,1460,174.6923077,395.9162305,156749.6615,0,0,1,1,0,0,0,1,0,181.68,49.15384615,325.25,0,0,0,0,0,0,13,639,12,3903,8192,123,6,20,98305.0,28895.21151,118737.0,77873.0,58300000.0,342536.6669,58500000.0,58000000.0,Benign
443,6,02/03/2018 08:51:23,117608743,15,17,1234,3843.0,587,0,82.26666667,153.8141117,1430,0,226.0588235,463.054461,43.16855933,0.272088615,3793830.419,14600000.0,58700000.0,1.0,118000000.0,8400624.5,21200000.0,58800000.0,64.0,117000000.0,7340804.5,19900000.0,58800000.0,1.0,0,0,0,0,312,352,0.127541538,0.144547077,0,1430,153.8484848,351.3859275,123472.0701,0,0,1,1,0,0,0,1,1,158.65625,82.26666667,226.0588235,0,0,0,0,0,0,15,1234,17,3843,8192,181,8,20,405245.5,352496.266,654498.0,155993.0,58300000.0,522481.2006,58700000.0,58000000.0,Benign
443,6,02/03/2018 08:54:13,186,3,0,77,0.0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,413978.4946,16129.03226,93.0,103.2375901,166.0,20.0,186.0,93.0,103.2375901,166.0,20.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,16129.03226,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,254,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:54:13,676,3,0,77,0.0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,113905.3254,4437.869822,338.0,455.3767671,660.0,16.0,676.0,338.0,455.3767671,660.0,16.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,4437.869822,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,257,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,02/03/2018 08:54:13,713,3,0,77,0.0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,107994.3899,4207.573633,356.5,485.7823587,700.0,13.0,713.0,356.5,485.7823587,700.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,4207.573633,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,252,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49732,6,02/03/2018 08:54:13,109,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18348.62385,109.0,0.0,109.0,109.0,109.0,109.0,0.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,18348.62385,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,123,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
49735,6,02/03/2018 08:54:13,45,3,1,77,0.0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,1711111.111,88888.88889,15.0,3.605551275,19.0,12.0,45.0,22.5,4.949747468,26.0,19.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,66666.66667,22222.22222,0,46,24.6,23.27659769,541.8,0,1,0,0,1,0,0,0,0,30.75,25.66666667,0.0,0,0,0,0,0,0,3,77,1,0,123,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
